organisationId,organisationName,billingStreet,billingCity,billingStateProvince,billingZipPostalCode,formattedAddress,latitude,longitude
001ON00000JFAKI,,"516 Nurigong Street,",South Albury,NSW,2640,"516 Nurigong Street, South Albury, NSW, 2640",-36.0908092,146.915571
001ON00000JFAMR,,"97 Harrison Road,",Dudley Park,SA,5008,"97 Harrison Road, Dudley Park, SA, 5008",-34.885359,138.5759606
001ON00000JFANQ,,"Bayside Industrial Coating, 5 Cashmore Rd",Portland,VIC,3305,"Bayside Industrial Coating, 5 Cashmore Rd, Portland, VIC, 3305",,
001ON00000JFANC,,"115 Beaconsfield Street,",Silverwater,NSW,2141,"115 Beaconsfield Street, Silverwater, NSW, 2141",-33.837067,151.036878
001ON00000JFAO1,,2a Link Road,Pakenham,VIC,3810,"2a Link Road, Pakenham, VIC, 3810",-38.0994117,145.4804741
001ON00000JFAOD,,"35 Redfern Drive,",Pambula,NSW,2549,"35 Redfern Drive, Pambula, NSW, 2549",,
001ON00000JFAOE,,23 Bormar Drive,Pakenham,VIC,3810,"23 Bormar Drive, Pakenham, VIC, 3810",-38.085695,145.5000185
001ON00000JFAOS,,"42 Punari Street,",Currajong,QLD,4812,"42 Punari Street, Currajong, QLD, 4812",-19.2738732,146.7754679
001ON00000JFAT5,,8 Millard St,Templestowe Lower,VIC,3107,"8 Millard St, Templestowe Lower, VIC, 3107",-37.7572062,145.095184
001ON00000JFATG,,"170 Golf Course Road,",Horsham,VIC,3400,"170 Golf Course Road, Horsham, VIC, 3400",-36.7403441,142.1884657
001ON00000JFATJ,,U 4 3-11 COOLSTORE RD,Croydon,VIC,3136,"U 4 3-11 COOLSTORE RD, Croydon, VIC, 3136",-37.7935302,145.2842435
001ON00000JFATV,,9 Bianca Dr,Aspendale Gardens,VIC,3195,"9 Bianca Dr, Aspendale Gardens, VIC, 3195",-38.0188697,145.1128021
001ON00000JFAU1,,Unit 3 13a Elite Way,Carrum Downs,VIC,3201,"Unit 3 13a Elite Way, Carrum Downs, VIC, 3201",-38.0937172,145.1587685
001ON00000JFAUT,,Factory 1/84 Hallam South Road,Hallam,VIC,3803,"Factory 1/84 Hallam South Road, Hallam, VIC, 3803",-38.0172623,145.2714329
001ON00000JFAYA,,516 High Street,Preston,VIC,3072,"516 High Street, Preston, VIC, 3072",-37.7342632,145.0047945
001ON00000JFAYG,,"3/41-43 Allied Dr,",Tullamarine,VIC,3043,"3/41-43 Allied Dr, Tullamarine, VIC, 3043",-37.7117837,144.8722924
001ON00000JFAYS,,0,Bonbeach,VIC,3196,"0, Bonbeach, VIC, 3196",-38.0630635,145.1276225
001ON00000JFAZU,,Factory 1/5 Olive Gr,Keysborough,VIC,3173,"Factory 1/5 Olive Gr, Keysborough, VIC, 3173",-37.9988283,145.1822654
001ON00000JFAZS,,"Level 2, Mechincal Engineering Building J07,",Camperdown,NSW,2006,"Level 2, Mechincal Engineering Building J07, Camperdown, NSW, 2006",,
001ON00000JFAAR,,"85 Mill Road,",Lilyfield,VIC,3212,"85 Mill Road, Lilyfield, VIC, 3212",-38.0195684,144.4155441
001ON00000JUGPF,,#N/A,#N/A,#N/A,#N/A,,,
001ON00000OCCDC,,19 Taurus Place,Christchurch 8062,SI,8062,"19 Taurus Place, Christchurch 8062, SI, 8062",-43.5312022,172.6941955
001ON00000OCIDR,,7b Midas Place,Christchurch 8024,SI,8024,"7b Midas Place, Christchurch 8024, SI, 8024",-43.5463526,172.6478308
001ON00000OCSDR,,6/5 Vuko Place,WARRIEWOOD,NSW,2102,"6/5 Vuko Place, WARRIEWOOD, NSW, 2102",-33.6930966,151.3017878
001ON00000OCSEM,,"1/59-61 Burrows Road,",Alexandria,NSW,2015,"1/59-61 Burrows Road, Alexandria, NSW, 2015",,
001ON00000OCSEQ,,20 Noel Rodgers Place,PALMERSTON NORTH,NI,4414,"20 Noel Rodgers Place, PALMERSTON NORTH, NI, 4414",-40.3246006,175.6268874
001ON00000OCSIN,,88 Hanson Road,Gladstone Central,QLD,4680,"88 Hanson Road, Gladstone Central, QLD, 4680",-23.8402717,151.2440566
001ON00000OCSIP,,"Unit 7, 31 Jessop Crescent",BERRIMAH,NT,828,"Unit 7, 31 Jessop Crescent, BERRIMAH, NT, 828",,
001ON00000OCSIS,,35 - 37 Maxwell Road,POORAKA,SA,5095,"35 - 37 Maxwell Road, POORAKA, SA, 5095",-34.8103099,138.6336816
001ON00000OCSIT,,24-26 Rendle Street,AITKENVALE,QLD,4814,"24-26 Rendle Street, AITKENVALE, QLD, 4814",-19.2919753,146.7697473
001ON00000OCSIU,,"Unit 18, 26 Park Road",Mulgrave,NSW,2756,"Unit 18, 26 Park Road, Mulgrave, NSW, 2756",,
001ON00000OCSIY,,1/993 South Pine Road,Everton Hills,QLD,4053,"1/993 South Pine Road, Everton Hills, QLD, 4053",-27.3917347,152.9746484
001ON00000OCSIZ,,1 Rowe St,Freshwater,NSW,2096,"1 Rowe St, Freshwater, NSW, 2096",-33.779235,151.2789054
001ON00000OCSIA,,12 Gravel Pit Road,DARRA,QLD,4076,"12 Gravel Pit Road, DARRA, QLD, 4076",-27.5614467,152.9440007
001ON00000OCSIB,,"Factory 31/ 31-39 Norcal Road,",Nunawading,VIC,3131,"Factory 31/ 31-39 Norcal Road, Nunawading, VIC, 3131",-37.8213898,145.1802317
001ON00000OCSIC,,1 Wicket Rd,Clyde,VIC,3978,"1 Wicket Rd, Clyde, VIC, 3978",-38.1281525,145.3170669
001ON00000OCSIF,,The Crescent,Mildura,VIC,3500,"The Crescent, Mildura, VIC, 3500",-34.1969439,142.1742135
001ON00000OCSIG,,"Unit 18, 40 Ricketts Rd",MOUNT WAVERLEY,VIC,3149,"Unit 18, 40 Ricketts Rd, MOUNT WAVERLEY, VIC, 3149",-37.8964149,145.13429
001ON00000OCSIH,,"Unit  19a, 75 Lorimer Street",DOCKLANDS,VIC,3008,"Unit  19a, 75 Lorimer Street, DOCKLANDS, VIC, 3008",,
001ON00000OCSII,,62 ASHFORD AVE,MILPERRA,nsw,2214,"62 ASHFORD AVE, MILPERRA, nsw, 2214",-33.9347992,150.9894234
001ON00000OCSIJ,,WAREHOUSE 2 1 Capital Place,Carrum Downs,VIC,3201,"WAREHOUSE 2 1 Capital Place, Carrum Downs, VIC, 3201",-38.0914761,145.1615692
001ON00000OCSIK,,158 Coonawarra Road,WINNELLIE,NT,821,"158 Coonawarra Road, WINNELLIE, NT, 821",-12.4303058,130.8816708
001ON00000OCSIL,,6 Parkland Road,Osborne Park,WA,6017,"6 Parkland Road, Osborne Park, WA, 6017",-31.9170946,115.8152838
001ON00000OCSIM,,"Unit 5, 7 Fannie Bay Place",Fannie Bay,NT,820,"Unit 5, 7 Fannie Bay Place, Fannie Bay, NT, 820",,
001ON00000OCSIR,,12 Woodlands Avenue,Sassfras,VIC,3787,"12 Woodlands Avenue, Sassfras, VIC, 3787",-37.8710617,145.3533808
001ON00000OCSIV,,82 Warren Road,Narromine,NSW,2821,"82 Warren Road, Narromine, NSW, 2821",-32.2232795,148.2375591
001ON00000OCSIX,,5 Railway Ave,Bright,VIC,3741,"5 Railway Ave, Bright, VIC, 3741",-36.7299452,146.9583978
001ON00000OCSJ1,,32 Bennet Avenue,MELROSE PARK,SA,5039,"32 Bennet Avenue, MELROSE PARK, SA, 5039",-34.9907405,138.5791708
001ON00000OCSJ3,,1585 Dandenong Hastings Rd,Langwarrin,VIC,3910,"1585 Dandenong Hastings Rd, Langwarrin, VIC, 3910",-38.1753097,145.2201005
001ON00000OCSJ4,,13 Lee Ann Crescent,Croydon,VIC,3136,"13 Lee Ann Crescent, Croydon, VIC, 3136",-37.7767978,145.3014645
001ON00000OCSJ6,,31 Optic Way,Carrum Downs,VIC,3201,"31 Optic Way, Carrum Downs, VIC, 3201",-38.0868947,145.1757472
001ON00000OCSJ7,,3 Perkin Court,Dandenong,VIC,3175,"3 Perkin Court, Dandenong, VIC, 3175",-37.9735978,145.2032166
001ON00000OCSJ8,,M27/2 Cowpasture Pl,Wetherill Park,NSW,2164,"M27/2 Cowpasture Pl, Wetherill Park, NSW, 2164",,
001ON00000OCSJ9,,8-10 Bray Avenue,TORRENSVILLE,SA,5031,"8-10 Bray Avenue, TORRENSVILLE, SA, 5031",-34.9165505,138.5561745
001ON00000OCSJA,,15/9 Mirra Crt,Bundoora,VIC,3083,"15/9 Mirra Crt, Bundoora, VIC, 3083",-37.7029802,145.0699026
001ON00000OCSJB,,21/1488 Ferntree Gully Rd,Knoxfield,VIC,3180,"21/1488 Ferntree Gully Rd, Knoxfield, VIC, 3180",-37.8988533,145.2432996
001ON00000OCSJE,,11 Cousin Street,Winnellie,NT,820,"11 Cousin Street, Winnellie, NT, 820",-12.4275839,130.8722609
001ON00000OCSJJ,,19 Simpson Street,Moorabbin East,VIC,3093,"19 Simpson Street, Moorabbin East, VIC, 3093",-37.9477117,145.0760834
001ON00000OCSJM,,16 Shanks Street,GYMPIE,QLD,4570,"16 Shanks Street, GYMPIE, QLD, 4570",-26.1909327,152.6714384
001ON00000OCSJN,,Unit unit 2,Brendale,QLD,4500,"Unit unit 2, Brendale, QLD, 4500",30.264369,-97.867565
001ON00000OCSJO,,12 McKechnie Drive,Eight Mile Plains,QLD,4113,"12 McKechnie Drive, Eight Mile Plains, QLD, 4113",-27.5772931,153.0968327
001ON00000OCSJQ,,11 Parkside Drive,CONDON,QLD,4815,"11 Parkside Drive, CONDON, QLD, 4815",-19.3218783,146.7177821
001ON00000OCSJR,,23 Power Rd,BAYSWATER,VIC,3153,"23 Power Rd, BAYSWATER, VIC, 3153",-37.845896,145.2728404
001ON00000OCSJT,,672 STUART HIGHWAY,BERRIMAH,NT,828,"672 STUART HIGHWAY, BERRIMAH, NT, 828",-12.4311316,130.9172988
001ON00000OCSJU,,15 Anictomatis Road,BERRIMAH,NT,828,"15 Anictomatis Road, BERRIMAH, NT, 828",-12.4439963,130.9461828
001ON00000OCSJY,,420 Bilsen Road,GEEBUNG,QLD,4034,"420 Bilsen Road, GEEBUNG, QLD, 4034",-27.3711504,153.0558211
001ON00000OCSJD,,"Unit 2, 67 Export Drive",East Arm,NT,822,"Unit 2, 67 Export Drive, East Arm, NT, 822",,
001ON00000OCSJF,,62 Industrial Drive,North Boambee Valley,NSW,2450,"62 Industrial Drive, North Boambee Valley, NSW, 2450",-30.3126211,153.0847312
001ON00000OCSJS,,41 Rookwood Road,Yagoona,NSW,2199,"41 Rookwood Road, Yagoona, NSW, 2199",-33.8955068,151.0378601
001ON00000OCSJW,,78 Colebard Street West,Acacia Ridge,QLD,4110,"78 Colebard Street West, Acacia Ridge, QLD, 4110",-27.5786291,153.0040542
001ON00000OCSK7,,4 Forbes Clos,Knoxfield,VIC,3180,"4 Forbes Clos, Knoxfield, VIC, 3180",-37.8975987,145.2507523
001ON00000OCSK9,,Unit1 /34 Stennett Rd,INGLEBURN,NSW,2565,"Unit1 /34 Stennett Rd, INGLEBURN, NSW, 2565",,
0019S000004ABM6,,109-111 Northcorp Boulevard,Broadmeadows,VIC,3047,"109-111 Northcorp Boulevard, Broadmeadows, VIC, 3047",-37.6821677,144.9493745
0019S000007HTK2,,#N/A,#N/A,#N/A,#N/A,,,
001ON000001UNMM,,36 Fennell St,Port Melbourne,VIC,3207,"36 Fennell St, Port Melbourne, VIC, 3207",-37.8286544,144.9383796
001ON0000023WNT,,12 Royan Place,Bayswater North,VIC,3153,"12 Royan Place, Bayswater North, VIC, 3153",-37.8166193,145.3028289
001ON000006HSSA,,#N/A,#N/A,#N/A,#N/A,,,
001ON000008VZZL,,#N/A,#N/A,#N/A,#N/A,,,
001ON00000ALYNY,,23-29 Factory Road,GRANVILLE,NSW,2142,"23-29 Factory Road, GRANVILLE, NSW, 2142",-33.8469243,151.0481503
001ON00000ARK3Y,,#N/A,#N/A,#N/A,#N/A,,,
001ON00000JFZVG,,"Suite 27, 541 Blackburn Road",Mount Waverley,VIC,3149,"Suite 27, 541 Blackburn Road, Mount Waverley, VIC, 3149",-37.8992191,145.1428777
001ON00000JFZW9,,6/2A Holmwood Road,Tottenham,VIC,3012,"6/2A Holmwood Road, Tottenham, VIC, 3012",-37.8120457,144.8583024
001ON00000JFAAD,,Unit 10/21-23 Capella Cres,Moorabbin,VIC,3189,"Unit 10/21-23 Capella Cres, Moorabbin, VIC, 3189",-37.9411369,145.0734798
001ON00000JFAE1,,23 Redland Drive,Mitcham,VIC,3132,"23 Redland Drive, Mitcham, VIC, 3132",-37.8300877,145.1921491
001ON00000JFAFP,,"2-6 Huntsmore Road,",Minto,NSW,2567,"2-6 Huntsmore Road, Minto, NSW, 2567",-34.0362799,150.8372196
001ON00000JFAMP,,10/26-30 Howleys Rd,Notting Hill,VIC,3168,"10/26-30 Howleys Rd, Notting Hill, VIC, 3168",-37.9031972,145.1396485
001ON00000JFAO5,,#N/A,#N/A,#N/A,#N/A,,,
001ON00000JFAOG,,"Suite 6, 133 Beaumont St",Hamilton,NSW,2303,"Suite 6, 133 Beaumont St, Hamilton, NSW, 2303",,
001ON00000JFAYR,,"Unit 11, 114-118 Merrindale Drive",Croydon South,VIC,3136,"Unit 11, 114-118 Merrindale Drive, Croydon South, VIC, 3136",-37.7739146,145.2741273
001ON00000JFAZW,,Unit 2 / 27 Binney Road,Kings Park,NSW,2148,"Unit 2 / 27 Binney Road, Kings Park, NSW, 2148",-33.8737266,151.033724
001ON00000JFAAI,,"Atlantic Drive,",Keysborough,VIC,3173,"Atlantic Drive, Keysborough, VIC, 3173",-38.0158791,145.1848587
001ON00000JFAFT,,7 Apoinga Street,Dandenong South,VIC,3175,"7 Apoinga Street, Dandenong South, VIC, 3175",-38.0356331,145.205506
001ON00000OCSIO,,20-24 Licola Crescent,Dandenong South,VIC,3175,"20-24 Licola Crescent, Dandenong South, VIC, 3175",-38.0343835,145.1917954
001ON00000OCSIW,,3 Clearwater Vista Narre,Warren North,VIC,3804,"3 Clearwater Vista Narre, Warren North, VIC, 3804",-37.9821918,145.3226657
001ON00000OCSJH,,10 Watervale Drive,Green Fields,SA,5107,"10 Watervale Drive, Green Fields, SA, 5107",-34.7965066,138.6052323
001ON00000OCSJP,,21-23 Aristoc Road,GLEN WAVERLEY,VIC,3150,"21-23 Aristoc Road, GLEN WAVERLEY, VIC, 3150",-37.8861463,145.1580119
0019S000005FJSB,,22 Hargreaves St,Huntingdale,VIC,3166,"22 Hargreaves St, Huntingdale, VIC, 3166",-37.9089293,145.1056432
0019S000005J1AW,,6-10 Souffi Place,DANDENONG SOUTH,VIC,3175,"6-10 Souffi Place, DANDENONG SOUTH, VIC, 3175",-38.0315538,145.1958594
0019S000007SM2D,,118 Burwood Hwy,Burwood,VIC,3125,"118 Burwood Hwy, Burwood, VIC, 3125",-37.8508363,145.1014698
001ON000001CKA1,,#N/A,#N/A,#N/A,#N/A,,,
001ON00000G0JC5,,1 Complex Close,Pahenham,VIC,3803,"1 Complex Close, Pahenham, VIC, 3803",-38.0959482,145.4959027
001ON00000JFSRX,,"Unit level 11, 263 Adelaide Terrace",Perth,WA,6000,"Unit level 11, 263 Adelaide Terrace, Perth, WA, 6000",,
001ON00000JFSRJ,,66 Wedgewood Road,Hallam,VIC,3803,"66 Wedgewood Road, Hallam, VIC, 3803",-38.0132325,145.2550213
001ON00000JFZKR,,"15-17 Bearing Avenue,",Warana,QLD,4575,"15-17 Bearing Avenue, Warana, QLD, 4575",-26.7293061,153.1270047
001ON00000JFZWA,,38-40 Wingfield Road,Wingfield,SA,5013,"38-40 Wingfield Road, Wingfield, SA, 5013",-34.8468231,138.5509931
001ON00000JFA2D,,95 Cowper Street,Glebe,NSW,2037,"95 Cowper Street, Glebe, NSW, 2037",-33.881512,151.1924243
001ON00000JFA9U,,Unit 3 41-43 Allied Dr,Tullamarine,VIC,3043,"Unit 3 41-43 Allied Dr, Tullamarine, VIC, 3043",-37.6937241,144.8794935
001ON00000JFAS7,,88 Sutton St,NORTH MELBOURNE,VIC,3051,"88 Sutton St, NORTH MELBOURNE, VIC, 3051",-37.7923612,144.9408252
001ON00000JFASZ,,5 HALBERT ROAD,Bayswater North,VIC,3153,"5 HALBERT ROAD, Bayswater North, VIC, 3153",-37.8205111,145.2918631
001ON00000JFAYC,,21 Ghan Road,ALICE SPRINGS,NT,870,"21 Ghan Road, ALICE SPRINGS, NT, 870",-23.6943759,133.8741408
001ON00000JFAA3,,"157 Sir Donald Bradman Drive,",Hilton,SA,5033,"157 Sir Donald Bradman Drive, Hilton, SA, 5033",-34.9321276,138.5635536
001ON00000JFAB2,,236 Brandon Park Drive,Wheelers Hill,VIC,3150,"236 Brandon Park Drive, Wheelers Hill, VIC, 3150",-37.9168162,145.1797056
001ON00000OCSJL,,80 Turner Street,PORT MELBOURNE,VIC,3207,"80 Turner Street, PORT MELBOURNE, VIC, 3207",-37.8245262,144.9253671
0015K000004K2QE,,"27-29 Federal Street,",North Hobart,TAS,7000,"27-29 Federal Street, North Hobart, TAS, 7000",-42.8714009,147.3154457
0015M000003LSDA,,Glenbarry Rd,Campbellfield,Victoria,3061,"Glenbarry Rd, Campbellfield, Victoria, 3061",-37.6635102,144.9596095
0017F00001UEIUK,,150-158 Link Road,Melbourne Airport,VIC,3045,"150-158 Link Road, Melbourne Airport, VIC, 3045",-37.6936712,144.8460268
0017F00001UEIV9,,"Level 4, 68 Waterloo Road",Macquarie Park,NSW,2113,"Level 4, 68 Waterloo Road, Macquarie Park, NSW, 2113",-33.781232,151.121954
0017F00001UEJJS,,10 Terra Nova Drive,WYNYARD,TAS,7325,"10 Terra Nova Drive, WYNYARD, TAS, 7325",-41.0006907,145.7453534
0019S000005W6GE,,#N/A,#N/A,#N/A,#N/A,,,
0019S000005WERR,,57 Greenhills Road,Pakenham,VIC,3810,"57 Greenhills Road, Pakenham, VIC, 3810",-38.1007477,145.475142
0019S000006Z7BK,,45 Chambers Rd,Altona North,VIC,3025,"45 Chambers Rd, Altona North, VIC, 3025",-37.8383649,144.8418206
001ON000002MK9W,,9 Chicago Avenue,BLACKTOWN,NSW,2148,"9 Chicago Avenue, BLACKTOWN, NSW, 2148",-33.7598838,150.9090178
001ON000003HG0J,,26 Turnbull Road,NEERABUP,WA,6031,"26 Turnbull Road, NEERABUP, WA, 6031",-31.6835886,115.786154
001ON000006LTHT,,24 Johnston Court,Dandenong South,VIC,3175,"24 Johnston Court, Dandenong South, VIC, 3175",-38.006009,145.2210109
001ON000007CDNI,,#N/A,#N/A,#N/A,#N/A,,,
001ON000008GKBF,,#N/A,#N/A,#N/A,#N/A,,,
001ON000009XZ7X,,153 Northbourne Road,Campbellfield,VIC,3061,"153 Northbourne Road, Campbellfield, VIC, 3061",-37.6498346,144.9654388
001ON00000BUS7C,,33-35 Eastern Road,Traralgon,VIC,3844,"33-35 Eastern Road, Traralgon, VIC, 3844",-38.1857143,146.5629666
001ON00000JFSQW,,"133 Alexander Street,",Crows Nest,NSW,2065,"133 Alexander Street, Crows Nest, NSW, 2065",-33.8242081,151.2029719
001ON00000JFSR5,,119 Kelvin Road,MADDINGTON,WA,6109,"119 Kelvin Road, MADDINGTON, WA, 6109",-32.0446451,115.9901962
001ON00000JFZQ8,,120 Wisemans Ferry Road,SOMERSBY,NSW,2250,"120 Wisemans Ferry Road, SOMERSBY, NSW, 2250",-33.3874882,151.2894606
001ON00000JFZX2,,61-67 Taras Avenue,Altona North,VIC,3025,"61-67 Taras Avenue, Altona North, VIC, 3025",-37.8445981,144.8249253
001ON00000JFA91,,24 Harcourt Road,Altona,VIC,3018,"24 Harcourt Road, Altona, VIC, 3018",-37.8510063,144.7878922
001ON00000JFAE0,,50 Gheringhap St,Geelong,VIC,3220,"50 Gheringhap St, Geelong, VIC, 3220",-38.1479439,144.357315
001ON00000JFAVB,,88 Oakes Road,Griffith,NSW,2680,"88 Oakes Road, Griffith, NSW, 2680",-34.2979809,146.0520415
001ON00000JFAAS,,117 Inspiration Drive,Wangara,WA,6065,"117 Inspiration Drive, Wangara, WA, 6065",-31.799535,115.8344778
001ON00000JFAEW,,"10 Access Avenue,",Yatala,QLD,4207,"10 Access Avenue, Yatala, QLD, 4207",-27.7374804,153.2247866
001ON00000OCSJG,,2 Arctic Court,KEYSBOROUGH,VIC,3173,"2 Arctic Court, KEYSBOROUGH, VIC, 3173",-38.0163041,145.184602
001ON00000OCSK1,,183 Jackson Road,BRISBANE,QLD,4109,"183 Jackson Road, BRISBANE, QLD, 4109",-27.5890424,153.0446361
001ON00000OCSK2,,95 HAYWARD AVENUE,TORRENSVILLE,SA,5031,"95 HAYWARD AVENUE, TORRENSVILLE, SA, 5031",-34.9214076,138.5573488
001ON00000JFA1K,,10 Oxford Road,Laverton North,VIC,3026,"10 Oxford Road, Laverton North, VIC, 3026",-37.8179614,144.79454
001ON00000JFAFL,,"645-651 German Church Road,",Redland Bay,QLD,4165,"645-651 German Church Road, Redland Bay, QLD, 4165",-27.6296457,153.2697977
001ON00000OCSJX,,10 Williams Circuit,Pooraka,SA,5095,"10 Williams Circuit, Pooraka, SA, 5095",-34.8272352,138.6067718
001ON00000OCSJI,,1-7 REDWOOD DRIVE,DINGLEY,VIC,3172,"1-7 REDWOOD DRIVE, DINGLEY, VIC, 3172",-37.9837202,145.1114522
001ON00000OCSK5,,11 Coliban Gardens,Caroline Springs,VIC,3023,"11 Coliban Gardens, Caroline Springs, VIC, 3023",-37.7460857,144.7347832
001ON00000OCSK8,,33/45 Powers Road,SEVEN HILLS,NSW,2147,"33/45 Powers Road, SEVEN HILLS, NSW, 2147",-33.7742703,150.9420199
0017F00001UEJPL,,170 Colchester Road,Bayswater,VIC,3153,"170 Colchester Road, Bayswater, VIC, 3153",-37.8173073,145.3047438
001ON00000JFSRN,,"51 Ellemsea Circuit,",Lonsdale,SA,5160,"51 Ellemsea Circuit, Lonsdale, SA, 5160",-35.1055946,138.4981548
001ON00000JFZPI,,6 Monaco Pde,Dromana,VIC,3936,"6 Monaco Pde, Dromana, VIC, 3936",-38.3365048,144.9810102
001ON00000JFA8Q,,"4 Jeanes St,",Beverley,SA,5009,"4 Jeanes St, Beverley, SA, 5009",-34.8926101,138.5490793
001ON00000JFAES,,"120 Sussex Street,",Sydney,NSW,2000,"120 Sussex Street, Sydney, NSW, 2000",-33.8682788,151.2038114
001ON00000OCSIQ,,4/12-13 Nefertiti Ct,Traralgon,VIC,3844,"4/12-13 Nefertiti Ct, Traralgon, VIC, 3844",-38.188166,146.560654
001ON00000OCSJC,,100 Atlantic Drive,Keysborough,VIC,3173,"100 Atlantic Drive, Keysborough, VIC, 3173",-38.0185178,145.1853267
0019S000003BOLS,,176 Colchester Road,Bayswater,VIC,3153,"176 Colchester Road, Bayswater, VIC, 3153",-37.8178988,145.3047552
001ON000001TRIE,,75 Northgate Dr,Thomastown,VIC,3074,"75 Northgate Dr, Thomastown, VIC, 3074",-37.6887769,145.0343122
001ON000002ZR4T,,3/843 Mountina Highway,Bayswater,VIC,3153,"3/843 Mountina Highway, Bayswater, VIC, 3153",-37.8376571,145.2772869
001ON000007VEOS,,2 Ashford Avenue,MILPERRA,NSW,2214,"2 Ashford Avenue, MILPERRA, NSW, 2214",-33.9343835,150.9899318
001ON00000JFZJE,,2b 203 Mona Vale Road,Terrey Hills,NSW,2084,"2b 203 Mona Vale Road, Terrey Hills, NSW, 2084",,
001ON00000JFAGH,,"16 Egan Road,",Dandenong,VIC,3175,"16 Egan Road, Dandenong, VIC, 3175",-37.9944845,145.1941749
001ON00000OCSK6,,10 Angel Road,Stapylton,QLD,4207,"10 Angel Road, Stapylton, QLD, 4207",-27.7307284,153.2394603
0017F00001UEIZH,,"4/ 99 King Street,",Melbourne,VIC,3000,"4/ 99 King Street, Melbourne, VIC, 3000",-37.8139348,144.95451
0019S000005WDRM,,12 Dalmore Drive,Scoresby,VIC,3179,"12 Dalmore Drive, Scoresby, VIC, 3179",-37.9060216,145.2169032
001ON0000017IAY,,99-109 Frederick Street,WELLAND,SA,5007,"99-109 Frederick Street, WELLAND, SA, 5007",-34.9009523,138.5575046
0012T00000364AW,,2a Evolution Dr,Dandenong South,VIC,3175,"2a Evolution Dr, Dandenong South, VIC, 3175",-38.045705,145.218714
0015K000004B731,,25 Oherns Road,Somerton,VIC,3062,"25 Oherns Road, Somerton, VIC, 3062",-37.6297255,144.9525532
0015M000003RZTQ,,62-64 Bond Street West,Mordialloc,VIC,3195,"62-64 Bond Street West, Mordialloc, VIC, 3195",-37.9918612,145.0989786
0019S000003IJW8,,127 Dandenong Rd,Dandenong South,VIC,3175,"127 Dandenong Rd, Dandenong South, VIC, 3175",-38.0122538,145.2161768
0019S000004OTJO,,#N/A,#N/A,#N/A,#N/A,,,
0019S000005UHG0,,#N/A,#N/A,#N/A,#N/A,,,
001ON000001QZ1Y,,#N/A,#N/A,#N/A,#N/A,,,
001ON000002AL0X,,2/2-12 Morgan St,Bell Park,VIC,3215,"2/2-12 Morgan St, Bell Park, VIC, 3215",-38.0996501,144.3440893
001ON000004LWT2,,16 Power Road,Doveton,VIC,3177,"16 Power Road, Doveton, VIC, 3177",-37.9987602,145.2356555
001ON000005RAJD,,17 Lakewood Bvd,CARRUM DOWNS,VIC,3201,"17 Lakewood Bvd, CARRUM DOWNS, VIC, 3201",-38.0958791,145.1574174
001ON00000ALLXC,,15 Enterprise Way,BAYSWATER,VIC,3153,"15 Enterprise Way, BAYSWATER, VIC, 3153",-37.8258971,145.2787087
001ON00000BEYLH,,5 Sutton Street,South Kingsville,VIC,3015,"5 Sutton Street, South Kingsville, VIC, 3015",-37.8329296,144.8766601
001ON00000CKWE7,,44 Levanswell Road,Moorabbin,VIC,3189,"44 Levanswell Road, Moorabbin, VIC, 3189",-37.9452011,145.0680696
001ON00000DSMUR,,#N/A,#N/A,#N/A,#N/A,,,
001ON00000HOGCO,,#N/A,#N/A,#N/A,#N/A,,,
001ON00000JFSRM,,3/11 Cooper St Campbellfield VIC 3061,Campbellfield,VIC,3061,"3/11 Cooper St Campbellfield VIC 3061, Campbellfield, VIC, 3061",-37.6468843,144.9721805
001ON00000JFSRK,,"19 Rocklea Drive,",Port Melbourne,VIC,3207,"19 Rocklea Drive, Port Melbourne, VIC, 3207",-37.8297123,144.9209266
001ON00000JFZXN,,"Unit 8, 7-13 Ponting Street",Williamstown,VIC,3016,"Unit 8, 7-13 Ponting Street, Williamstown, VIC, 3016",-37.8553159,144.8563673
001ON00000JFZXR,,16 Mary Ave,Highett,VIC,3190,"16 Mary Ave, Highett, VIC, 3190",-37.9550242,145.0372653
001ON00000JFANH,,9/170 Boundary Road,Braeside,VIC,3195,"9/170 Boundary Road, Braeside, VIC, 3195",-37.9969927,145.1060583
001ON00000JFAKE,,116 Whitehall Street,Footscray,VIC,3011,"116 Whitehall Street, Footscray, VIC, 3011",-37.8073246,144.9029704
001ON00000OCSDB,,47-53 Barnes Street,Taminda,NSW,2340,"47-53 Barnes Street, Taminda, NSW, 2340",-31.088482,150.9183335
001ON00000OCSJV,,23 Northgate Drive,Thomastown,VIC,3074,"23 Northgate Drive, Thomastown, VIC, 3074",-37.6925102,145.0392733
001ON00000OCSJZ,,13 Teschner Road,Woolmer,QLD,4352,"13 Teschner Road, Woolmer, QLD, 4352",-27.4552822,151.9102508
001ON00000OCSK0,,1/19 Awaba St,LISAROW,NSW,2250,"1/19 Awaba St, LISAROW, NSW, 2250",-33.3805057,151.3691307
001ON00000OCSK3,,54 Tarnard Drive,Braeside,VIC,3195,"54 Tarnard Drive, Braeside, VIC, 3195",-37.9898754,145.115203
001ON00000OCSK4,,4 AMCOR WAY,Campbellfield,VIC,3061,"4 AMCOR WAY, Campbellfield, VIC, 3061",-37.6575538,144.9592347
0015K000004YYEC,,#N/A,#N/A,#N/A,#N/A,,,
